"","X","Codigo","Size","Year","Forest","Plantation","Farming","ID","Territory","Povo","State","Municipality","Size_old","Legal_status","Identificada","Delimitada","Declarada","Year_dec","Homologada","Year_hom","Binary_hom","TI_RI_DI","Date_added_later","Tenure","Forest_perc","Farming_perc","Plantation_perc","Forest_change","Forest_change_perc"
"2183",2248,43901,2590.052386,1992,866.6935167,0,1704.491442,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",0,33.46239332,65.80914932,0,-41.991644,-1.62126620399561
"2184",2249,43901,2590.052386,1993,850.3272902,0,1686.314249,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,32.83050546,65.10734139,0,-16.36622651,-0.631887856726926
"2185",2250,43901,2590.052386,1994,654.2384263,0,1886.667738,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,25.25965999,72.84284088,0,-196.0888639,-7.57084547632775
"2186",2251,43901,2590.052386,1995,619.4955204,0,1945.24087,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,23.91826218,75.10430602,0,-34.74290582,-1.34139780368133
"2187",2252,43901,2590.052386,1996,569.2649178,0,1998.678492,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,21.9788959,77.16749293,0,-50.23060264,-1.9393662812193
"2188",2253,43901,2590.052386,1997,538.8831712,0,2027.05554,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,20.80587922,78.26310968,0,-30.38174657,-1.17301668237378
"2189",2254,43901,2590.052386,1998,506.8508963,0,2047.808672,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,19.56913686,79.06437272,0,-32.03227489,-1.23674235560423
"2190",2255,43901,2590.052386,1999,485.8472607,0,2048.934439,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,18.75820209,79.10783773,0,-21.0036356,-0.810934779293688
"2191",2256,43901,2590.052386,2000,472.6356024,0,2039.238297,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,18.24810976,78.73347687,0,-13.21165834,-0.510092321352762
"2192",2257,43901,2590.052386,2001,454.6459753,0,2044.92293,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.55354362,78.95295636,0,-17.98962705,-0.694566146508822
"2193",2258,43901,2590.052386,2002,459.9358573,0,2051.502037,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.75778203,79.20697081,0,5.28988191,0.204238413809442
"2194",2259,43901,2590.052386,2003,469.5088012,0,2050.978943,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,18.12738629,79.18677452,0,9.572943956,0.369604260042947
"2195",2260,43901,2590.052386,2004,451.0989022,0,2048.040239,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.41659376,79.07331335,0,-18.40989902,-0.710792535298165
"2196",2261,43901,2590.052386,2005,443.0090496,0,2055.45863,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.10425055,79.35973191,0,-8.089852575,-0.312343202737058
"2197",2262,43901,2590.052386,2006,440.1401217,0,2055.91112,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.99348338,79.37720221,0,-2.868927906,-0.110767176814933
"2198",2263,43901,2590.052386,2007,434.7101276,0,2067.716703,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.78383534,79.83300701,0,-5.429994097,-0.209648041342744
"2199",2264,43901,2590.052386,2008,428.8258749,0,2074.957595,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.55664871,80.11257249,0,-5.884252727,-0.227186629846027
"2200",2265,43901,2590.052386,2009,451.9722512,0,2069.520566,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.45031311,79.90265281,0,23.14637636,0.89366440945801
"2201",2266,43901,2590.052386,2010,464.0906804,0,2055.738742,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.91819667,79.37054682,0,12.1184292,0.467883555772991
"2202",2267,43901,2590.052386,2011,462.4715751,0,2049.482026,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.85568422,79.12897966,0,-1.619105306,-0.0625124539855543
"2203",2268,43901,2590.052386,2012,452.007303,0,2058.653454,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.45166644,79.4830817,0,-10.46427211,-0.404017778426509
"2204",2269,43901,2590.052386,2013,441.1056378,0,2061.107685,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.03076124,79.57783771,0,-10.90166524,-0.420905202494232
"2205",2270,43901,2590.052386,2014,444.1156611,0,2044.061185,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.146976,78.91968502,0,3.01002329,0.116214764854567
"2206",2271,43901,2590.052386,2015,438.9409366,0,2033.261561,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.94718373,78.50271957,0,-5.174724457,-0.199792270031715
"2207",2272,43901,2590.052386,2016,447.7492584,0,2028.951673,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.2872665,78.33631798,0,8.808321766,0.340082764874239
"2208",2273,43901,2590.052386,2017,449.1596141,0,2029.171367,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,17.34171928,78.34480018,0,1.410355693,0.0544527863846843
"2209",2274,43901,2590.052386,2018,431.6322403,0,2019.457809,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.66500039,77.96976694,0,-17.52737382,-0.676718892434016
"2210",2275,43901,2590.052386,2019,432.8462819,0,2034.123106,625,"Takuaraty/Yvykuarusu","Guarani Kaiowá","MS","Paranhos",2609.09,"Homologada","17/01/1997","16/06/1992","22/06/1992",1992,"4/10/93",1993,"Y","TI","N",1,16.71187364,78.53598315,0,1.214041682,0.0468732481459547
"2211",2277,4401,7126.592487,1986,799.0307345,0,6254.885877,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,11.2119605,87.76825515,0,-2.984458692,-0.0418777795621696
"2212",2278,4401,7126.592487,1987,700.9764355,0,6352.071648,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.836067333,89.13196117,0,-98.05429893,-1.37589316505562
"2213",2279,4401,7126.592487,1988,666.8827357,0,6369.874953,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.357666192,89.38177628,0,-34.0936998,-0.478401141389692
"2214",2280,4401,7126.592487,1989,621.0854274,0,6425.961482,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.715040583,90.16877974,0,-45.79730834,-0.642625608571576
"2215",2281,4401,7126.592487,1990,614.4529069,0,6437.271535,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.621973377,90.32748186,0,-6.632520547,-0.0930672065099658
"2216",2282,4401,7126.592487,1991,617.5377239,0,6440.195407,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.665259379,90.36850948,0,3.084817021,0.0432860027653774
"2217",2283,4401,7126.592487,1992,683.9578426,0,6361.686718,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.597263263,89.26687937,0,66.42011873,0.932003883358849
"2218",2284,4401,7126.592487,1993,710.077166,1.148645538,6311.812127,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.963768342,88.56704153,0.016117738,26.11932344,0.366505079217672
"2219",2285,4401,7126.592487,1994,726.1992842,0,6317.054459,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,10.18999312,88.64060168,0,16.12211813,0.226224779365584
"2220",2286,4401,7126.592487,1995,697.9444039,0,6327.027171,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.793522013,88.78053828,0,-28.25488023,-0.39647110847914
"2221",2287,4401,7126.592487,1996,697.8392918,0,6331.844155,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,9.792047085,88.84812997,0,-0.105112118,-0.00147492813980511
"2222",2288,4401,7126.592487,1997,624.6986097,0,6446.163806,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.765740582,90.45225776,0,-73.14068209,-1.02630650234905
"2223",2289,4401,7126.592487,1998,625.5165194,0,6450.396388,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.777217451,90.51164916,0,0.81790968,0.0114768689453198
"2224",2290,4401,7126.592487,1999,595.3105053,0,6460.283892,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,8.353368127,90.65039013,0,-30.20601408,-0.423849323994608
"2225",2291,4401,7126.592487,2000,510.902696,0,6560.962541,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,7.168961842,92.06310805,0,-84.40780934,-1.18440628524744
"2226",2292,4401,7126.592487,2001,478.1279695,0,6594.364554,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,6.70906847,92.53180347,0,-32.77472646,-0.459893371478531
"2227",2293,4401,7126.592487,2002,463.0905499,0,6610.942839,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,6.498064127,92.76442916,0,-15.03741965,-0.211004342923081
"2228",2294,4401,7126.592487,2003,456.310803,0,6615.796584,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,6.402931048,92.83253667,0,-6.779746898,-0.095133079523872
"2229",2295,4401,7126.592487,2004,466.3025982,0,6593.319842,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,6.543135434,92.51714412,0,9.991795234,0.14020438592815
"2230",2296,4401,7126.592487,2005,439.6966543,0,6608.228614,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,6.16980212,92.72634329,0,-26.60594389,-0.373333313761567
"2231",2297,4401,7126.592487,2006,421.8367826,0,6623.424434,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,5.919193267,92.9395703,0,-17.85987172,-0.250608853425801
"2232",2298,4401,7126.592487,2007,415.6282806,0,6625.923387,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,5.832075867,92.97463548,0,-6.208502029,-0.0871173992384897
"2233",2299,4401,7126.592487,2008,403.7527367,0,6633.258108,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",0,5.665438811,93.07755593,0,-11.87554392,-0.166637056091853
"2234",2300,4401,7126.592487,2009,432.8708813,0,6594.304609,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,6.074023205,92.53096233,0,29.11814469,0.408584393496836
"2235",2301,4401,7126.592487,2010,426.9123933,0,6602.519301,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.99041399,92.64623048,0,-5.958488048,-0.0836092151876117
"2236",2302,4401,7126.592487,2011,402.5099951,0,6622.483023,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.648000722,92.92636047,0,-24.4023982,-0.342413267554076
"2237",2303,4401,7126.592487,2012,392.1853573,0,6552.799553,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.503125906,91.94856539,0,-10.3246378,-0.144874816664959
"2238",2304,4401,7126.592487,2013,405.7045159,0,6539.623203,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.692826082,91.76367549,0,13.51915855,0.189700176832912
"2239",2305,4401,7126.592487,2014,379.5642627,0,6569.463833,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.326027318,92.18239777,0,-26.14025315,-0.366798763892896
"2240",2306,4401,7126.592487,2015,364.2193344,0,6574.866806,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.110708029,92.25821202,0,-15.3449283,-0.215319289379763
"2241",2307,4401,7126.592487,2016,417.0143772,0,6505.067879,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.851525508,91.27879686,0,52.79504276,0.740817478427541
"2242",2308,4401,7126.592487,2017,425.3853304,0,6562.692702,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.968986318,92.08738558,0,8.370953259,0.117460809977137
"2243",2309,4401,7126.592487,2018,422.0224499,0,6566.036973,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,5.921798541,92.13431223,0,-3.362880542,-0.0471877766005901
"2244",2310,4401,7126.592487,2019,465.798459,0,6520.104025,59,"Arroio-Korá","Guarani Kaiowá","MS","Paranhos",7175.77,"Homologada","2/2/01","18/08/2004","18/12/2006",2006,"22/12/2009",2009,"Y","TI","N",1,6.536061376,91.48978333,0,43.77600908,0.614262835427368
"2245",2312,44101,1804.801077,1986,466.8274588,0,1295.351999,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,25.86586769,71.77256348,0,-6.036228786,-0.334453966308222
"2246",2313,44101,1804.801077,1987,388.46457,0,1374.809261,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,21.5239549,76.17511304,0,-78.36288879,-4.34191278964978
"2247",2314,44101,1804.801077,1988,340.8033494,0,1380.503526,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,18.88315304,76.49061957,0,-47.66122054,-2.64080186716334
"2248",2315,44101,1804.801077,1989,303.1524061,0,1414.702975,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,16.79699829,78.38553469,0,-37.65094335,-2.08615474745752
"2249",2316,44101,1804.801077,1990,290.8326749,0,1433.270884,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,16.11438948,79.41434112,0,-12.31973122,-0.682608813624949
"2250",2317,44101,1804.801077,1991,269.3246343,0,1466.88197,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,14.92267694,81.27665636,0,-21.50804061,-1.19171253187367
"2251",2318,44101,1804.801077,1992,318.0912162,0,1410.814643,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.62472442,78.1700909,0,48.76658191,2.70204747390008
"2252",2319,44101,1804.801077,1993,321.1083336,0,1450.05018,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.79189616,80.34404445,0,3.017117422,0.167171743215887
"2253",2320,44101,1804.801077,1994,341.8078368,0,1434.184185,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,18.93880944,79.4649451,0,20.69950326,1.14691328167908
"2254",2321,44101,1804.801077,1995,347.038518,0,1418.085293,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,19.22862981,78.57294143,0,5.230681116,0.289820367610519
"2255",2322,44101,1804.801077,1996,358.4146232,0,1443.834146,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,19.85895441,79.99962788,0,11.3761052,0.630324601695703
"2256",2323,44101,1804.801077,1997,365.5869129,0,1436.908839,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,20.25635498,79.61591206,0,7.172289704,0.397400566489134
"2257",2324,44101,1804.801077,1998,366.2901411,0,1436.20561,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,20.29531929,79.57694775,0,0.70322825,0.038964307976197
"2258",2325,44101,1804.801077,1999,319.1888677,0,1484.459471,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.68554284,82.25058651,0,-47.10127339,-2.60977644518549
"2259",2326,44101,1804.801077,2000,308.1508199,0,1496.650257,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.07394924,82.92605076,0,-11.03804782,-0.611593596694202
"2260",2327,44101,1804.801077,2001,302.9822198,0,1501.818858,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,16.78756865,83.21243135,0,-5.168600061,-0.286380594895888
"2261",2328,44101,1804.801077,2002,306.7195433,0,1498.081534,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,16.9946454,83.0053546,0,3.737323458,0.207076752425941
"2262",2329,44101,1804.801077,2003,312.6980922,0,1492.102985,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.32590346,82.67409654,0,5.978548929,0.331258054152857
"2263",2330,44101,1804.801077,2004,318.1473736,0,1486.653704,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.62783597,82.37216403,0,5.449281355,0.301932519015224
"2264",2331,44101,1804.801077,2005,322.8278817,0,1480.326662,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.88717248,82.02159676,0,4.680508122,0.259336509804177
"2265",2332,44101,1804.801077,2006,315.5260283,0,1487.628495,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.48259308,82.42617505,0,-7.301853365,-0.404579399804957
"2266",2333,44101,1804.801077,2007,326.2312814,0,1476.923242,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,18.07574727,81.83302087,0,10.70525304,0.593154180614443
"2267",2334,44101,1804.801077,2008,327.197845,0,1475.133376,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,18.1293024,81.73384838,0,0.966563582,0.0535551310511546
"2268",2335,44101,1804.801077,2009,316.9438067,0,1485.552046,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.56114902,82.31112361,0,-10.25403823,-0.568153374943936
"2269",2336,44101,1804.801077,2010,313.0987702,0,1489.561739,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,17.34810413,82.53329176,0,-3.845036581,-0.213044896193842
"2270",2337,44101,1804.801077,2011,287.4894808,0,1514.597494,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,15.92915055,83.9204671,0,-25.60928939,-1.41895357423925
"2271",2338,44101,1804.801077,2012,267.860127,0,1533.588146,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,14.84153186,84.97269673,0,-19.6293538,-1.08761868829492
"2272",2339,44101,1804.801077,2013,257.6178967,0,1545.124699,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,14.27403274,85.61191139,0,-10.24223024,-0.567499120569286
"2273",2340,44101,1804.801077,2014,254.9718793,0,1547.770717,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,14.12742282,85.75852131,0,-2.646017463,-0.146609922651326
"2274",2341,44101,1804.801077,2015,258.3700562,0,1541.086227,632,"Taquaperi","Guarani Kaiowá","MS","Coronel Sapucaia",1776.96,"Regularizada (sem dado)","","","",NA,"Sem dado",1928,"Y","RI","Y",1,14.31570822,85.38814864,0,3.398176938,0.188285400607615
